start_time,end_time,sleep_stage
04:38,04:43,Light
04:43,05:53,Deep
05:53,06:03,Light
06:03,06:28,REM
06:28,06:29,Awake
06:29,06:41,Light
06:41,06:48,Deep
06:48,06:51,Awake
06:51,07:57,Light
07:57,08:08,Deep
