start_time,end_time,sleep_stage
02:00,02:12,Light
02:12,02:57,Deep
02:57,02:59,Awake
02:59,03:46,Light
03:46,03:55,Deep
03:55,04:11,Light
04:11,04:24,Deep
04:24,05:07,Light
05:07,05:17,Deep
05:17,05:31,Light
05:31,05:38,Deep
05:38,06:02,Light
06:02,06:17,REM
06:17,06:22,Light
06:22,07:21,REM
07:21,07:50,Light
