start_time,end_time,sleep_stage
00:45,00:52,Deep
00:52,01:21,Awake
01:21,02:26,Deep
02:26,02:44,Awake
02:44,02:59,Deep
02:59,03:08,Awake
03:08,03:15,Deep
03:15,03:48,Light
03:48,03:58,Deep
03:58,04:17,Awake
04:17,04:32,Deep
04:32,05:17,Light
05:17,05:48,Deep
05:48,06:04,Awake
06:04,06:36,Deep
06:36,07:00,Light
07:00,07:11,Deep
07:11,07:20,Light
07:20,08:02,Deep
