start_time,end_time,sleep_stage
02:33,02:43,Deep
02:43,03:01,Awake
03:01,03:05,REM
03:05,03:38,Deep
03:38,03:45,Awake
03:45,03:47,REM
03:47,03:57,Deep
03:57,04:21,Awake
04:21,04:23,REM
04:23,05:11,Deep
05:11,05:42,Awake
05:42,05:43,REM
05:43,08:49,Deep
08:49,09:04,Light
09:04,09:09,REM
09:09,09:21,Deep
