start_time,end_time,sleep_stage
00:59,01:03,Light
01:03,01:24,Deep
01:24,01:29,Light
01:29,01:35,Deep
01:35,02:41,Light
02:41,03:07,Deep
03:07,03:18,Light
03:18,03:37,Deep
03:37,05:14,Light
05:14,05:17,Awake
05:17,06:21,Light
06:21,06:31,Deep
06:31,06:49,Light
06:49,07:01,REM
07:01,07:03,Awake
07:03,07:13,Light
07:13,07:56,REM
