start_time,end_time,sleep_stage
22:43,22:49,Light
22:49,23:06,Deep
23:06,23:13,Awake
23:13,23:32,Light
23:32,23:41,Awake
23:41,23:58,Light
23:58,00:41,Deep
00:41,00:43,Awake
00:43,01:42,Light
01:42,01:59,Deep
01:59,02:21,Light
02:21,02:32,Awake
02:32,03:04,Light
03:04,03:20,Deep
03:20,04:05,Light
04:05,04:19,REM
04:19,04:20,Awake
04:20,04:30,Light
04:30,04:47,REM
04:47,05:44,Light
05:44,05:46,Awake
05:46,06:21,Light
06:21,06:41,REM
06:41,06:58,Light
