start_time,end_time,sleep_stage
22:19,22:29,Light
22:29,22:57,Deep
22:57,23:05,Awake
23:05,23:33,Light
23:33,23:51,Deep
23:51,00:30,Light
00:30,00:50,Deep
00:50,00:51,Awake
00:51,01:06,Light
01:06,01:16,Deep
01:16,01:20,Awake
01:20,01:37,Light
01:37,01:38,Awake
01:38,02:45,Light
02:45,02:46,Awake
02:46,03:30,Light
03:30,03:46,REM
03:46,04:20,Light
04:20,04:45,REM
04:45,04:53,Light
04:53,05:09,REM
05:09,05:13,Awake
05:13,05:35,Light
05:35,05:56,REM
05:56,06:13,Light
