start_time,end_time,sleep_stage
01:29,01:38,Light
01:38,02:10,Deep
02:10,03:06,Light
03:06,03:19,Deep
03:19,03:20,Awake
03:20,03:26,Light
03:26,03:51,Deep
03:51,04:48,Light
04:48,05:01,Deep
05:01,05:02,Awake
05:02,05:41,Light
05:41,05:43,Awake
05:43,05:50,Light
05:50,06:03,REM
06:03,06:04,Awake
06:04,06:46,Light
06:46,07:13,Deep
07:13,07:22,Light
07:22,07:57,REM
07:57,08:07,Light
