start_time,end_time,sleep_stage
00:11,00:23,Deep
00:23,01:13,Awake
01:13,01:14,REM
01:14,02:06,Deep
02:06,02:19,Awake
02:19,02:24,Deep
02:24,02:28,REM
02:28,02:56,Deep
02:56,03:03,Awake
03:03,03:21,Deep
03:21,03:23,REM
03:23,03:35,Deep
03:35,03:41,Awake
03:41,03:49,Deep
03:49,04:02,Awake
04:02,04:16,Deep
04:16,04:27,Light
04:27,04:28,REM
04:28,04:35,Deep
04:35,04:52,Light
04:52,05:44,Deep
05:44,06:02,Light
06:02,06:25,Deep
06:25,06:37,Light
06:37,07:07,Deep
