timestamp,heart_rate
00:00,50
00:02,50
00:04,51
00:06,51
00:08,51
00:10,51
00:12,51
00:14,51
00:16,51
00:18,50
00:20,50
00:22,50
00:24,50
00:26,49
00:28,49
00:30,49
00:32,49
00:34,49
00:36,49
00:38,48
00:40,48
00:42,61
00:44,57
00:46,49
00:48,52
00:50,47
00:52,47
00:54,47
00:56,48
00:58,49
01:00,50
01:02,48
01:04,51
01:06,49
01:08,50
01:10,51
01:12,61
01:14,45
01:16,45
01:18,47
01:20,44
01:22,44
01:24,44
01:26,43
01:28,45
01:30,44
01:32,44
01:34,50
01:36,46
01:38,47
01:40,47
01:42,48
01:44,48
01:46,48
01:48,48
01:50,49
01:52,48
01:54,48
01:56,50
01:58,44
02:00,44
02:02,44
02:04,44
02:06,45
02:08,52
02:10,45
02:12,51
02:14,45
02:16,48
02:18,57
02:20,45
02:22,44
02:24,53
02:26,48
02:28,47
02:30,46
02:32,47
02:34,46
02:36,45
02:38,45
02:40,47
02:42,47
02:44,45
02:46,47
02:48,46
02:50,48
02:52,48
02:54,51
02:56,47
02:58,46
03:00,46
03:02,45
03:04,46
03:06,46
03:08,45
03:10,46
03:12,46
03:14,46
03:16,46
03:18,47
03:20,46
03:22,51
03:24,44
03:26,45
03:28,45
03:30,44
03:32,45
03:34,46
03:36,52
03:38,47
03:40,44
03:42,45
03:44,46
03:46,46
03:48,46
03:50,46
03:52,46
03:54,52
03:56,42
03:58,43
04:00,42
04:02,47
04:04,45
04:06,44
04:08,45
04:10,48
04:12,43
04:14,44
04:16,44
04:18,47
04:20,56
04:22,49
04:24,47
04:26,48
04:28,47
04:30,48
04:32,49
04:34,47
04:36,50
04:38,56
04:40,48
04:42,50
04:44,50
04:46,53
04:48,49
04:50,48
04:52,48
04:54,51
04:56,47
04:58,47
05:00,48
05:02,48
05:04,48
05:06,48
05:08,52
05:10,49
05:12,50
05:14,50
05:16,51
05:18,50
05:20,50
05:22,51
05:24,51
05:26,50
05:28,51
05:30,57
05:32,44
05:34,46
05:36,46
05:38,45
05:40,46
05:42,49
05:44,48
05:46,53
05:48,49
05:50,50
05:52,48
05:54,44
05:56,43
05:58,45
06:00,44
06:02,49
06:04,44
06:06,45
06:08,45
06:10,53
06:12,47
06:14,43
06:16,44
06:18,47
06:20,49
06:22,50
06:24,44
06:26,47
06:28,46
06:30,55
06:32,45
06:34,46
06:36,50
06:38,46
06:40,47
06:42,46
06:44,46
06:46,46
06:48,45
06:50,50
06:52,46
06:54,48
06:56,49
06:58,46
07:00,60
07:02,78
07:04,57
07:06,70
07:08,70
07:10,72
07:12,73
07:14,72
07:16,69
07:18,67
07:20,69
07:22,66
07:24,71
07:26,85
07:28,69
07:30,63
07:32,65
07:34,73
07:36,87
07:38,70
07:40,73
07:42,74
07:44,67
07:46,67
07:48,67
07:50,68
07:52,69
07:54,68
