heart_rate,timestamp,date
56,05:20,2024-12-22
46,05:22,2024-12-22
46,05:24,2024-12-22
46,05:26,2024-12-22
46,05:28,2024-12-22
47,05:30,2024-12-22
47,05:32,2024-12-22
46,05:34,2024-12-22
47,05:36,2024-12-22
53,05:38,2024-12-22
51,05:40,2024-12-22
48,05:42,2024-12-22
46,05:44,2024-12-22
47,05:46,2024-12-22
47,05:48,2024-12-22
45,05:50,2024-12-22
46,05:52,2024-12-22
46,05:54,2024-12-22
45,05:56,2024-12-22
46,05:58,2024-12-22
46,06:00,2024-12-22
46,06:02,2024-12-22
47,06:04,2024-12-22
48,06:06,2024-12-22
50,06:08,2024-12-22
47,06:10,2024-12-22
48,06:12,2024-12-22
54,06:14,2024-12-22
48,06:16,2024-12-22
46,06:18,2024-12-22
49,06:20,2024-12-22
46,06:22,2024-12-22
49,06:24,2024-12-22
48,06:26,2024-12-22
48,06:28,2024-12-22
47,06:30,2024-12-22
48,06:32,2024-12-22
49,06:34,2024-12-22
48,06:36,2024-12-22
49,06:38,2024-12-22
49,06:40,2024-12-22
50,06:42,2024-12-22
50,06:44,2024-12-22
51,06:46,2024-12-22
51,06:48,2024-12-22
50,06:50,2024-12-22
49,06:52,2024-12-22
51,06:54,2024-12-22
51,06:56,2024-12-22
51,06:58,2024-12-22
51,07:00,2024-12-22
51,07:02,2024-12-22
51,07:04,2024-12-22
49,07:06,2024-12-22
49,07:08,2024-12-22
49,07:10,2024-12-22
49,07:12,2024-12-22
49,07:14,2024-12-22
49,07:16,2024-12-22
51,07:18,2024-12-22
50,07:20,2024-12-22
51,07:22,2024-12-22
51,07:24,2024-12-22
51,07:26,2024-12-22
50,07:28,2024-12-22
50,07:30,2024-12-22
48,07:32,2024-12-22
46,07:34,2024-12-22
45,07:36,2024-12-22
47,07:38,2024-12-22
48,07:40,2024-12-22
45,07:42,2024-12-22
48,07:44,2024-12-22
45,07:46,2024-12-22
48,07:48,2024-12-22
55,00:56,2024-12-23
53,00:58,2024-12-23
52,01:00,2024-12-23
54,01:02,2024-12-23
52,01:04,2024-12-23
51,01:06,2024-12-23
53,01:08,2024-12-23
52,01:10,2024-12-23
53,01:12,2024-12-23
54,01:14,2024-12-23
53,01:16,2024-12-23
54,01:18,2024-12-23
54,01:20,2024-12-23
54,01:22,2024-12-23
54,01:24,2024-12-23
54,01:26,2024-12-23
54,01:28,2024-12-23
54,01:30,2024-12-23
54,01:32,2024-12-23
54,01:34,2024-12-23
55,01:36,2024-12-23
55,01:38,2024-12-23
55,01:40,2024-12-23
56,01:42,2024-12-23
53,01:44,2024-12-23
52,01:46,2024-12-23
50,01:48,2024-12-23
50,01:50,2024-12-23
50,01:52,2024-12-23
51,01:54,2024-12-23
50,01:56,2024-12-23
51,01:58,2024-12-23
53,02:00,2024-12-23
51,02:02,2024-12-23
53,02:04,2024-12-23
55,02:06,2024-12-23
51,02:08,2024-12-23
51,02:10,2024-12-23
51,02:12,2024-12-23
52,02:14,2024-12-23
51,02:16,2024-12-23
56,02:18,2024-12-23
51,02:20,2024-12-23
53,02:22,2024-12-23
52,02:24,2024-12-23
52,02:26,2024-12-23
54,02:28,2024-12-23
53,02:30,2024-12-23
53,02:32,2024-12-23
53,02:34,2024-12-23
53,02:36,2024-12-23
52,02:38,2024-12-23
53,02:40,2024-12-23
52,02:42,2024-12-23
53,02:44,2024-12-23
53,02:46,2024-12-23
52,02:48,2024-12-23
52,02:50,2024-12-23
52,02:52,2024-12-23
52,02:54,2024-12-23
52,02:56,2024-12-23
53,02:58,2024-12-23
60,03:00,2024-12-23
47,03:02,2024-12-23
48,03:04,2024-12-23
47,03:06,2024-12-23
47,03:08,2024-12-23
50,03:10,2024-12-23
48,03:12,2024-12-23
48,03:14,2024-12-23
53,03:16,2024-12-23
53,03:18,2024-12-23
51,03:20,2024-12-23
50,03:22,2024-12-23
52,03:24,2024-12-23
53,03:26,2024-12-23
50,03:28,2024-12-23
49,03:30,2024-12-23
49,03:32,2024-12-23
47,03:34,2024-12-23
49,03:36,2024-12-23
47,03:38,2024-12-23
46,03:40,2024-12-23
47,03:42,2024-12-23
46,03:44,2024-12-23
47,03:46,2024-12-23
47,03:48,2024-12-23
47,03:50,2024-12-23
47,03:52,2024-12-23
47,03:54,2024-12-23
47,03:56,2024-12-23
48,03:58,2024-12-23
48,04:00,2024-12-23
48,04:02,2024-12-23
53,04:04,2024-12-23
47,04:06,2024-12-23
48,04:08,2024-12-23
48,04:10,2024-12-23
48,04:12,2024-12-23
48,04:14,2024-12-23
48,04:16,2024-12-23
48,04:18,2024-12-23
48,04:20,2024-12-23
48,04:22,2024-12-23
47,04:24,2024-12-23
47,04:26,2024-12-23
47,04:28,2024-12-23
47,04:30,2024-12-23
45,04:32,2024-12-23
46,04:34,2024-12-23
47,04:36,2024-12-23
50,04:38,2024-12-23
52,04:40,2024-12-23
47,04:42,2024-12-23
51,04:44,2024-12-23
50,04:46,2024-12-23
50,04:48,2024-12-23
49,04:50,2024-12-23
48,04:52,2024-12-23
47,04:54,2024-12-23
47,04:56,2024-12-23
61,04:58,2024-12-23
49,05:00,2024-12-23
48,05:02,2024-12-23
49,05:04,2024-12-23
50,05:06,2024-12-23
50,05:08,2024-12-23
48,05:10,2024-12-23
48,05:12,2024-12-23
48,05:14,2024-12-23
47,05:16,2024-12-23
49,05:18,2024-12-23
48,05:20,2024-12-23
49,05:22,2024-12-23
49,05:24,2024-12-23
50,05:26,2024-12-23
51,05:28,2024-12-23
51,05:30,2024-12-23
50,05:32,2024-12-23
51,05:34,2024-12-23
50,05:36,2024-12-23
50,05:38,2024-12-23
51,05:40,2024-12-23
50,05:42,2024-12-23
49,05:44,2024-12-23
48,05:46,2024-12-23
48,05:48,2024-12-23
49,05:50,2024-12-23
49,05:52,2024-12-23
50,05:54,2024-12-23
50,05:56,2024-12-23
50,05:58,2024-12-23
50,06:00,2024-12-23
49,06:02,2024-12-23
50,06:04,2024-12-23
53,06:06,2024-12-23
45,06:08,2024-12-23
45,06:10,2024-12-23
46,06:12,2024-12-23
44,06:14,2024-12-23
46,06:16,2024-12-23
47,06:18,2024-12-23
45,06:20,2024-12-23
45,06:22,2024-12-23
45,06:24,2024-12-23
47,06:26,2024-12-23
51,06:28,2024-12-23
47,06:30,2024-12-23
47,06:32,2024-12-23
47,06:34,2024-12-23
49,06:36,2024-12-23
49,06:38,2024-12-23
53,06:40,2024-12-23
47,06:42,2024-12-23
49,06:44,2024-12-23
48,06:46,2024-12-23
48,06:48,2024-12-23
48,06:50,2024-12-23
48,06:52,2024-12-23
49,06:54,2024-12-23
49,06:56,2024-12-23
52,06:58,2024-12-23
48,07:00,2024-12-23
49,07:02,2024-12-23
50,07:04,2024-12-23
56,07:06,2024-12-23
46,07:08,2024-12-23
46,07:10,2024-12-23
46,07:12,2024-12-23
47,07:14,2024-12-23
48,07:16,2024-12-23
48,07:18,2024-12-23
49,07:20,2024-12-23
49,07:22,2024-12-23
48,07:24,2024-12-23
50,07:26,2024-12-23
50,07:28,2024-12-23
50,07:30,2024-12-23
51,07:32,2024-12-23
51,07:34,2024-12-23
51,07:36,2024-12-23
48,07:38,2024-12-23
48,07:40,2024-12-23
44,07:42,2024-12-23
47,07:44,2024-12-23
45,07:46,2024-12-23
50,07:48,2024-12-23
47,07:50,2024-12-23
47,07:52,2024-12-23
50,07:54,2024-12-23
46,07:56,2024-12-23
49,07:58,2024-12-23
52,00:44,2024-12-24
51,00:46,2024-12-24
51,00:48,2024-12-24
52,00:50,2024-12-24
52,00:52,2024-12-24
50,00:54,2024-12-24
50,00:56,2024-12-24
51,00:58,2024-12-24
51,01:00,2024-12-24
52,01:02,2024-12-24
51,01:04,2024-12-24
51,01:06,2024-12-24
51,01:08,2024-12-24
52,01:10,2024-12-24
52,01:12,2024-12-24
52,01:14,2024-12-24
52,01:16,2024-12-24
52,01:18,2024-12-24
56,01:20,2024-12-24
50,01:22,2024-12-24
50,01:24,2024-12-24
49,01:26,2024-12-24
50,01:28,2024-12-24
50,01:30,2024-12-24
49,01:32,2024-12-24
50,01:34,2024-12-24
50,01:36,2024-12-24
50,01:38,2024-12-24
50,01:40,2024-12-24
50,01:42,2024-12-24
51,01:44,2024-12-24
51,01:46,2024-12-24
50,01:48,2024-12-24
50,01:50,2024-12-24
53,01:52,2024-12-24
51,01:54,2024-12-24
53,01:56,2024-12-24
50,01:58,2024-12-24
50,02:00,2024-12-24
51,02:02,2024-12-24
51,02:04,2024-12-24
50,02:06,2024-12-24
50,02:08,2024-12-24
52,02:10,2024-12-24
52,02:12,2024-12-24
47,02:14,2024-12-24
50,02:16,2024-12-24
48,02:18,2024-12-24
48,02:20,2024-12-24
49,02:22,2024-12-24
48,02:24,2024-12-24
49,02:26,2024-12-24
49,02:28,2024-12-24
49,02:30,2024-12-24
49,02:32,2024-12-24
48,02:34,2024-12-24
48,02:36,2024-12-24
47,02:38,2024-12-24
48,02:40,2024-12-24
49,02:42,2024-12-24
49,02:44,2024-12-24
46,02:46,2024-12-24
45,02:48,2024-12-24
43,02:50,2024-12-24
43,02:52,2024-12-24
42,02:54,2024-12-24
41,02:56,2024-12-24
42,02:58,2024-12-24
45,03:00,2024-12-24
44,03:02,2024-12-24
44,03:04,2024-12-24
44,03:06,2024-12-24
45,03:08,2024-12-24
43,03:10,2024-12-24
43,03:12,2024-12-24
46,03:14,2024-12-24
46,03:16,2024-12-24
47,03:18,2024-12-24
47,03:20,2024-12-24
49,03:22,2024-12-24
46,03:24,2024-12-24
46,03:26,2024-12-24
47,03:28,2024-12-24
46,03:30,2024-12-24
46,03:32,2024-12-24
45,03:34,2024-12-24
45,03:36,2024-12-24
46,03:38,2024-12-24
45,03:40,2024-12-24
45,03:42,2024-12-24
46,03:44,2024-12-24
46,03:46,2024-12-24
45,03:48,2024-12-24
46,03:50,2024-12-24
46,03:52,2024-12-24
46,03:54,2024-12-24
44,03:56,2024-12-24
45,03:58,2024-12-24
44,04:00,2024-12-24
44,04:02,2024-12-24
45,04:04,2024-12-24
46,04:06,2024-12-24
45,04:08,2024-12-24
46,04:10,2024-12-24
46,04:12,2024-12-24
46,04:14,2024-12-24
51,04:16,2024-12-24
53,04:18,2024-12-24
44,04:20,2024-12-24
45,04:22,2024-12-24
48,04:24,2024-12-24
43,04:26,2024-12-24
44,04:28,2024-12-24
45,04:30,2024-12-24
45,04:32,2024-12-24
46,04:34,2024-12-24
47,04:36,2024-12-24
47,04:38,2024-12-24
49,04:40,2024-12-24
49,04:42,2024-12-24
49,04:44,2024-12-24
50,04:46,2024-12-24
47,04:48,2024-12-24
48,04:50,2024-12-24
47,04:52,2024-12-24
48,04:54,2024-12-24
53,04:56,2024-12-24
50,04:58,2024-12-24
46,05:00,2024-12-24
45,05:02,2024-12-24
45,05:04,2024-12-24
49,05:06,2024-12-24
46,05:08,2024-12-24
54,05:10,2024-12-24
46,05:12,2024-12-24
44,05:14,2024-12-24
43,05:16,2024-12-24
44,05:18,2024-12-24
46,05:20,2024-12-24
45,05:22,2024-12-24
45,05:24,2024-12-24
45,05:26,2024-12-24
45,05:28,2024-12-24
43,05:30,2024-12-24
43,05:32,2024-12-24
45,05:34,2024-12-24
44,05:36,2024-12-24
45,05:38,2024-12-24
45,05:40,2024-12-24
46,05:42,2024-12-24
46,05:44,2024-12-24
46,05:46,2024-12-24
46,05:48,2024-12-24
46,05:50,2024-12-24
46,05:52,2024-12-24
46,05:54,2024-12-24
47,05:56,2024-12-24
47,05:58,2024-12-24
47,06:00,2024-12-24
47,06:02,2024-12-24
47,06:04,2024-12-24
45,06:06,2024-12-24
46,06:08,2024-12-24
45,06:10,2024-12-24
45,06:12,2024-12-24
44,06:14,2024-12-24
45,06:16,2024-12-24
45,06:18,2024-12-24
46,06:20,2024-12-24
46,06:22,2024-12-24
47,06:24,2024-12-24
51,06:26,2024-12-24
43,06:28,2024-12-24
42,06:30,2024-12-24
44,06:32,2024-12-24
43,06:34,2024-12-24
46,06:36,2024-12-24
45,06:38,2024-12-24
51,06:40,2024-12-24
45,06:42,2024-12-24
51,06:44,2024-12-24
47,06:46,2024-12-24
46,06:48,2024-12-24
46,06:50,2024-12-24
47,06:52,2024-12-24
46,06:54,2024-12-24
48,06:56,2024-12-24
45,06:58,2024-12-24
44,07:00,2024-12-24
47,07:02,2024-12-24
45,07:04,2024-12-24
45,07:06,2024-12-24
44,07:08,2024-12-24
47,07:10,2024-12-24
44,07:12,2024-12-24
46,07:14,2024-12-24
46,07:16,2024-12-24
45,07:18,2024-12-24
47,07:20,2024-12-24
44,07:22,2024-12-24
45,07:24,2024-12-24
46,07:26,2024-12-24
49,07:28,2024-12-24
48,07:30,2024-12-24
47,07:32,2024-12-24
45,07:34,2024-12-24
46,07:36,2024-12-24
46,07:38,2024-12-24
46,07:40,2024-12-24
46,07:42,2024-12-24
45,07:44,2024-12-24
48,07:46,2024-12-24
46,07:48,2024-12-24
45,07:50,2024-12-24
45,07:52,2024-12-24
44,07:54,2024-12-24
46,07:56,2024-12-24
47,07:58,2024-12-24
47,08:00,2024-12-24
46,08:02,2024-12-24
52,04:38,2024-12-25
53,04:40,2024-12-25
53,04:42,2024-12-25
52,04:44,2024-12-25
53,04:46,2024-12-25
53,04:48,2024-12-25
53,04:50,2024-12-25
53,04:52,2024-12-25
53,04:54,2024-12-25
53,04:56,2024-12-25
53,04:58,2024-12-25
52,05:00,2024-12-25
52,05:02,2024-12-25
52,05:04,2024-12-25
52,05:06,2024-12-25
52,05:08,2024-12-25
52,05:10,2024-12-25
55,05:12,2024-12-25
50,05:14,2024-12-25
50,05:16,2024-12-25
50,05:18,2024-12-25
50,05:20,2024-12-25
50,05:22,2024-12-25
50,05:24,2024-12-25
51,05:26,2024-12-25
51,05:28,2024-12-25
50,05:30,2024-12-25
51,05:32,2024-12-25
51,05:34,2024-12-25
52,05:36,2024-12-25
52,05:38,2024-12-25
52,05:40,2024-12-25
53,05:42,2024-12-25
54,05:44,2024-12-25
53,05:46,2024-12-25
53,05:48,2024-12-25
53,05:50,2024-12-25
53,05:52,2024-12-25
59,05:54,2024-12-25
52,05:56,2024-12-25
50,05:58,2024-12-25
52,06:00,2024-12-25
52,06:02,2024-12-25
53,06:04,2024-12-25
54,06:06,2024-12-25
52,06:08,2024-12-25
54,06:10,2024-12-25
52,06:12,2024-12-25
52,06:14,2024-12-25
53,06:16,2024-12-25
53,06:18,2024-12-25
53,06:20,2024-12-25
53,06:22,2024-12-25
54,06:24,2024-12-25
54,06:26,2024-12-25
57,06:28,2024-12-25
51,06:30,2024-12-25
50,06:32,2024-12-25
49,06:34,2024-12-25
51,06:36,2024-12-25
50,06:38,2024-12-25
52,06:40,2024-12-25
52,06:42,2024-12-25
52,06:44,2024-12-25
52,06:46,2024-12-25
53,06:48,2024-12-25
56,06:50,2024-12-25
51,06:52,2024-12-25
51,06:54,2024-12-25
51,06:56,2024-12-25
51,06:58,2024-12-25
52,07:00,2024-12-25
53,07:02,2024-12-25
49,07:04,2024-12-25
52,07:06,2024-12-25
52,07:08,2024-12-25
50,07:10,2024-12-25
50,07:12,2024-12-25
51,07:14,2024-12-25
55,07:16,2024-12-25
50,07:18,2024-12-25
52,07:20,2024-12-25
53,07:22,2024-12-25
52,07:24,2024-12-25
52,07:26,2024-12-25
53,07:28,2024-12-25
51,07:30,2024-12-25
58,07:32,2024-12-25
48,07:34,2024-12-25
50,07:36,2024-12-25
50,07:38,2024-12-25
51,07:40,2024-12-25
49,07:42,2024-12-25
50,07:44,2024-12-25
49,07:46,2024-12-25
49,07:48,2024-12-25
51,07:50,2024-12-25
49,07:52,2024-12-25
51,07:54,2024-12-25
51,07:56,2024-12-25
52,07:58,2024-12-25
52,08:00,2024-12-25
51,08:02,2024-12-25
52,08:04,2024-12-25
51,08:06,2024-12-25
47,22:12,2024-12-26
46,22:14,2024-12-26
47,22:16,2024-12-26
47,22:18,2024-12-26
48,22:20,2024-12-26
45,22:22,2024-12-26
46,22:24,2024-12-26
46,22:26,2024-12-26
45,22:28,2024-12-26
45,22:30,2024-12-26
45,22:32,2024-12-26
45,22:34,2024-12-26
44,22:36,2024-12-26
45,22:38,2024-12-26
45,22:40,2024-12-26
45,22:42,2024-12-26
44,22:44,2024-12-26
44,22:46,2024-12-26
48,22:48,2024-12-26
49,22:50,2024-12-26
47,22:52,2024-12-26
61,22:54,2024-12-26
71,22:56,2024-12-26
62,22:58,2024-12-26
44,23:00,2024-12-26
44,23:02,2024-12-26
46,23:04,2024-12-26
46,23:06,2024-12-26
45,23:08,2024-12-26
43,23:10,2024-12-26
44,23:12,2024-12-26
44,23:14,2024-12-26
44,23:16,2024-12-26
47,23:18,2024-12-26
43,23:20,2024-12-26
43,23:22,2024-12-26
44,23:24,2024-12-26
44,23:26,2024-12-26
43,23:28,2024-12-26
43,23:30,2024-12-26
44,23:32,2024-12-26
44,23:34,2024-12-26
46,23:36,2024-12-26
45,23:38,2024-12-26
44,23:40,2024-12-26
44,23:42,2024-12-26
45,23:44,2024-12-26
45,23:46,2024-12-26
46,23:48,2024-12-26
45,23:50,2024-12-26
44,23:52,2024-12-26
44,23:54,2024-12-26
45,23:56,2024-12-26
45,23:58,2024-12-26
48,00:00,2024-12-26
48,00:02,2024-12-26
46,00:04,2024-12-26
46,00:06,2024-12-26
46,00:08,2024-12-26
46,00:10,2024-12-26
46,00:12,2024-12-26
46,00:14,2024-12-26
46,00:16,2024-12-26
47,00:18,2024-12-26
47,00:20,2024-12-26
47,00:22,2024-12-26
47,00:24,2024-12-26
46,00:26,2024-12-26
46,00:28,2024-12-26
48,00:30,2024-12-26
46,00:32,2024-12-26
45,00:34,2024-12-26
46,00:36,2024-12-26
46,00:38,2024-12-26
46,00:40,2024-12-26
48,00:42,2024-12-26
47,00:44,2024-12-26
50,00:46,2024-12-26
49,00:48,2024-12-26
50,00:50,2024-12-26
49,00:52,2024-12-26
47,00:54,2024-12-26
45,00:56,2024-12-26
47,00:58,2024-12-26
47,01:00,2024-12-26
46,01:02,2024-12-26
47,01:04,2024-12-26
47,01:06,2024-12-26
47,01:08,2024-12-26
46,01:10,2024-12-26
47,01:12,2024-12-26
48,01:14,2024-12-26
47,01:16,2024-12-26
46,01:18,2024-12-26
48,01:20,2024-12-26
46,01:22,2024-12-26
47,01:24,2024-12-26
47,01:26,2024-12-26
47,01:28,2024-12-26
48,01:30,2024-12-26
47,01:32,2024-12-26
47,01:34,2024-12-26
51,01:36,2024-12-26
47,01:38,2024-12-26
42,01:40,2024-12-26
44,01:42,2024-12-26
42,01:44,2024-12-26
43,01:46,2024-12-26
43,01:48,2024-12-26
44,01:50,2024-12-26
46,01:52,2024-12-26
43,01:54,2024-12-26
43,01:56,2024-12-26
44,01:58,2024-12-26
48,02:00,2024-12-26
45,02:02,2024-12-26
45,02:04,2024-12-26
47,02:06,2024-12-26
46,02:08,2024-12-26
53,02:10,2024-12-26
47,02:12,2024-12-26
47,02:14,2024-12-26
47,02:16,2024-12-26
45,02:18,2024-12-26
49,02:20,2024-12-26
46,02:22,2024-12-26
47,02:24,2024-12-26
47,02:26,2024-12-26
48,02:28,2024-12-26
46,02:30,2024-12-26
46,02:32,2024-12-26
46,02:34,2024-12-26
48,02:36,2024-12-26
46,02:38,2024-12-26
45,02:40,2024-12-26
48,02:42,2024-12-26
50,02:44,2024-12-26
53,02:46,2024-12-26
50,02:48,2024-12-26
49,02:50,2024-12-26
45,02:52,2024-12-26
46,02:54,2024-12-26
45,02:56,2024-12-26
45,02:58,2024-12-26
44,03:00,2024-12-26
44,03:02,2024-12-26
46,03:04,2024-12-26
43,03:06,2024-12-26
43,03:08,2024-12-26
42,03:10,2024-12-26
43,03:12,2024-12-26
43,03:14,2024-12-26
44,03:16,2024-12-26
43,03:18,2024-12-26
44,03:20,2024-12-26
42,03:22,2024-12-26
44,03:24,2024-12-26
43,03:26,2024-12-26
43,03:28,2024-12-26
44,03:30,2024-12-26
44,03:32,2024-12-26
45,03:34,2024-12-26
45,03:36,2024-12-26
44,03:38,2024-12-26
45,03:40,2024-12-26
44,03:42,2024-12-26
44,03:44,2024-12-26
44,03:46,2024-12-26
45,03:48,2024-12-26
45,03:50,2024-12-26
45,03:52,2024-12-26
46,03:54,2024-12-26
45,03:56,2024-12-26
45,03:58,2024-12-26
51,04:00,2024-12-26
42,04:02,2024-12-26
43,04:04,2024-12-26
43,04:06,2024-12-26
42,04:08,2024-12-26
42,04:10,2024-12-26
42,04:12,2024-12-26
44,04:14,2024-12-26
43,04:16,2024-12-26
43,04:18,2024-12-26
44,04:20,2024-12-26
44,04:22,2024-12-26
45,04:24,2024-12-26
48,04:26,2024-12-26
44,04:28,2024-12-26
45,04:30,2024-12-26
43,04:32,2024-12-26
44,04:34,2024-12-26
44,04:36,2024-12-26
45,04:38,2024-12-26
55,04:40,2024-12-26
53,04:42,2024-12-26
45,04:44,2024-12-26
44,04:46,2024-12-26
45,04:48,2024-12-26
49,04:50,2024-12-26
45,04:52,2024-12-26
46,04:54,2024-12-26
48,04:56,2024-12-26
44,04:58,2024-12-26
44,05:00,2024-12-26
41,05:02,2024-12-26
42,05:04,2024-12-26
45,05:06,2024-12-26
41,05:08,2024-12-26
41,05:10,2024-12-26
42,05:12,2024-12-26
42,05:14,2024-12-26
42,05:16,2024-12-26
42,05:18,2024-12-26
43,05:20,2024-12-26
43,05:22,2024-12-26
44,05:24,2024-12-26
44,05:26,2024-12-26
44,05:28,2024-12-26
45,05:30,2024-12-26
45,05:32,2024-12-26
44,05:34,2024-12-26
45,05:36,2024-12-26
46,05:38,2024-12-26
43,05:40,2024-12-26
43,05:42,2024-12-26
43,05:44,2024-12-26
43,05:46,2024-12-26
42,05:48,2024-12-26
42,05:50,2024-12-26
44,05:52,2024-12-26
43,05:54,2024-12-26
44,05:56,2024-12-26
47,05:58,2024-12-26
48,06:00,2024-12-26
47,06:02,2024-12-26
48,06:04,2024-12-26
48,06:06,2024-12-26
48,06:08,2024-12-26
47,06:10,2024-12-26
47,06:12,2024-12-26
47,06:14,2024-12-26
47,06:16,2024-12-26
46,06:18,2024-12-26
47,06:20,2024-12-26
46,06:22,2024-12-26
46,06:24,2024-12-26
46,06:26,2024-12-26
45,06:28,2024-12-26
48,06:30,2024-12-26
52,06:32,2024-12-26
48,06:34,2024-12-26
47,06:36,2024-12-26
48,06:38,2024-12-26
62,06:40,2024-12-26
44,06:42,2024-12-26
49,06:44,2024-12-26
54,06:46,2024-12-26
50,06:48,2024-12-26
55,06:50,2024-12-26
45,06:52,2024-12-26
55,06:54,2024-12-26
57,06:56,2024-12-26
49,06:58,2024-12-26
45,07:00,2024-12-26
44,07:02,2024-12-26
44,07:04,2024-12-26
44,07:06,2024-12-26
45,07:08,2024-12-26
47,07:10,2024-12-26
43,07:12,2024-12-26
45,07:14,2024-12-26
45,07:16,2024-12-26
44,07:18,2024-12-26
45,07:20,2024-12-26
44,07:22,2024-12-26
47,07:24,2024-12-26
48,07:26,2024-12-26
41,07:28,2024-12-26
42,07:30,2024-12-26
41,07:32,2024-12-26
42,07:34,2024-12-26
43,07:36,2024-12-26
42,07:38,2024-12-26
42,07:40,2024-12-26
43,07:42,2024-12-26
43,07:44,2024-12-26
45,07:46,2024-12-26
48,07:48,2024-12-26
43,07:50,2024-12-26
46,07:52,2024-12-26
44,07:54,2024-12-26
44,07:56,2024-12-26
46,07:58,2024-12-26
43,08:00,2024-12-26
43,08:02,2024-12-26
44,08:04,2024-12-26
45,08:06,2024-12-26
51,08:08,2024-12-26
42,08:10,2024-12-26
44,08:12,2024-12-26
44,08:14,2024-12-26
44,08:16,2024-12-26
46,08:18,2024-12-26
44,08:20,2024-12-26
45,08:22,2024-12-26
45,08:24,2024-12-26
50,08:26,2024-12-26
43,08:28,2024-12-26
45,08:30,2024-12-26
44,08:32,2024-12-26
44,08:34,2024-12-26
45,08:36,2024-12-26
45,08:38,2024-12-26
53,08:40,2024-12-26
44,08:42,2024-12-26
44,08:44,2024-12-26
45,08:46,2024-12-26
45,08:48,2024-12-26
45,08:50,2024-12-26
43,08:52,2024-12-26
44,08:54,2024-12-26
45,08:56,2024-12-26
44,08:58,2024-12-26
55,09:00,2024-12-26
48,09:02,2024-12-26
53,09:04,2024-12-26
42,09:06,2024-12-26
46,09:08,2024-12-26
44,09:10,2024-12-26
52,09:12,2024-12-26
49,09:14,2024-12-26
54,00:58,2024-12-27
53,01:00,2024-12-27
53,01:02,2024-12-27
54,01:04,2024-12-27
54,01:06,2024-12-27
52,01:08,2024-12-27
52,01:10,2024-12-27
52,01:12,2024-12-27
53,01:14,2024-12-27
52,01:16,2024-12-27
53,01:18,2024-12-27
53,01:20,2024-12-27
54,01:22,2024-12-27
57,01:24,2024-12-27
52,01:26,2024-12-27
53,01:28,2024-12-27
53,01:30,2024-12-27
53,01:32,2024-12-27
51,01:34,2024-12-27
52,01:36,2024-12-27
52,01:38,2024-12-27
53,01:40,2024-12-27
52,01:42,2024-12-27
52,01:44,2024-12-27
53,01:46,2024-12-27
52,01:48,2024-12-27
51,01:50,2024-12-27
50,01:52,2024-12-27
51,01:54,2024-12-27
50,01:56,2024-12-27
50,01:58,2024-12-27
51,02:00,2024-12-27
53,02:02,2024-12-27
54,02:04,2024-12-27
54,02:06,2024-12-27
53,02:08,2024-12-27
52,02:10,2024-12-27
50,02:12,2024-12-27
50,02:14,2024-12-27
52,02:16,2024-12-27
54,02:18,2024-12-27
51,02:20,2024-12-27
51,02:22,2024-12-27
51,02:24,2024-12-27
52,02:26,2024-12-27
50,02:28,2024-12-27
51,02:30,2024-12-27
52,02:32,2024-12-27
54,02:34,2024-12-27
48,02:36,2024-12-27
48,02:38,2024-12-27
47,02:40,2024-12-27
48,02:42,2024-12-27
48,02:44,2024-12-27
48,02:46,2024-12-27
49,02:48,2024-12-27
49,02:50,2024-12-27
49,02:52,2024-12-27
49,02:54,2024-12-27
48,02:56,2024-12-27
48,02:58,2024-12-27
48,03:00,2024-12-27
48,03:02,2024-12-27
48,03:04,2024-12-27
50,03:06,2024-12-27
52,03:08,2024-12-27
53,03:10,2024-12-27
49,03:12,2024-12-27
48,03:14,2024-12-27
48,03:16,2024-12-27
48,03:18,2024-12-27
49,03:20,2024-12-27
48,03:22,2024-12-27
48,03:24,2024-12-27
49,03:26,2024-12-27
47,03:28,2024-12-27
49,03:30,2024-12-27
49,03:32,2024-12-27
49,03:34,2024-12-27
49,03:36,2024-12-27
56,03:38,2024-12-27
43,03:40,2024-12-27
44,03:42,2024-12-27
46,03:44,2024-12-27
46,03:46,2024-12-27
46,03:48,2024-12-27
45,03:50,2024-12-27
47,03:52,2024-12-27
45,03:54,2024-12-27
46,03:56,2024-12-27
46,03:58,2024-12-27
45,04:00,2024-12-27
46,04:02,2024-12-27
48,04:04,2024-12-27
46,04:06,2024-12-27
45,04:08,2024-12-27
46,04:10,2024-12-27
46,04:12,2024-12-27
48,04:14,2024-12-27
47,04:16,2024-12-27
47,04:18,2024-12-27
47,04:20,2024-12-27
46,04:22,2024-12-27
46,04:24,2024-12-27
46,04:26,2024-12-27
46,04:28,2024-12-27
47,04:30,2024-12-27
46,04:32,2024-12-27
47,04:34,2024-12-27
47,04:36,2024-12-27
47,04:38,2024-12-27
46,04:40,2024-12-27
59,04:42,2024-12-27
52,04:44,2024-12-27
49,04:46,2024-12-27
50,04:48,2024-12-27
44,04:50,2024-12-27
45,04:52,2024-12-27
45,04:54,2024-12-27
45,04:56,2024-12-27
45,04:58,2024-12-27
47,05:00,2024-12-27
48,05:02,2024-12-27
46,05:04,2024-12-27
44,05:06,2024-12-27
44,05:08,2024-12-27
42,05:10,2024-12-27
47,05:12,2024-12-27
55,05:14,2024-12-27
48,05:16,2024-12-27
46,05:18,2024-12-27
