timestamp,heart_rate
14:58,69.0
15:00,70.0
15:02,66.0
15:04,71.0
15:06,75.0
15:08,70.0
15:10,60.0
15:12,63.0
15:14,62.0
15:16,65.0
15:18,67.0
15:20,68.0
15:22,61.0
15:24,61.0
15:26,59.0
15:28,88.0
15:30,70.0
15:32,52.0
15:34,57.0
15:36,59.0
15:38,55.0
15:40,61.0
15:42,51.0
15:44,57.0
15:46,55.0
15:48,57.0
15:50,60.0
15:52,60.0
15:54,59.0
15:56,61.0
15:58,61.0
16:00,57.0
16:02,60.0
16:04,57.0
16:06,59.0
16:08,60.0
16:10,57.0
16:12,57.0
16:14,60.0
16:16,61.0
16:18,62.0
16:20,61.0
16:22,62.0
16:24,61.0
16:26,57.0
16:28,61.0
16:30,58.0
16:32,55.0
16:34,60.0
16:36,68.0
16:38,61.0
16:40,58.0
16:42,54.0
16:44,60.0
16:46,54.0
16:48,55.0
16:50,57.0
16:52,56.0
16:54,51.0
16:56,53.0
16:58,58.0
17:00,53.0
17:02,53.0
17:04,55.0
17:06,57.0
17:08,60.0
17:10,61.0
17:12,79.0
17:14,72.0
17:16,74.0
17:18,64.0
17:20,61.0
17:22,72.0
17:24,60.0
17:26,48.0
17:28,47.0
17:30,54.0
17:32,54.0
17:34,56.0
17:36,55.0
17:38,67.0
17:40,67.0
17:42,68.6
17:44,70.2
17:46,71.8
17:48,73.4
17:50,75.0
17:52,79.0
17:54,79.0
17:56,87.0
17:58,78.0
18:00,83.0
18:02,88.0
18:04,88.0
18:06,86.0
18:08,76.0
18:10,66.0
18:12,66.0
18:14,57.0
18:16,55.0
18:18,55.0
18:20,64.0
18:22,71.0
18:24,70.0
18:26,70.0
18:28,72.0
18:30,69.0
18:32,72.0
18:34,62.0
18:36,61.0
18:38,77.0
18:40,76.2
18:42,75.4
18:44,74.6
18:46,73.8
18:48,73.0
18:50,72.0
18:52,67.0
18:54,69.2
18:56,71.4
18:58,73.6
19:00,75.8
19:02,78.0
19:04,72.0
19:06,76.0
19:08,77.0
19:10,78.25
19:12,79.5
19:14,80.75
19:16,82.0
19:18,78.0
19:20,74.0
19:22,70.0
19:24,66.0
19:26,62.0
19:28,54.0
19:30,54.0
19:32,68.0
19:34,58.0
19:36,62.0
19:38,66.0
19:40,58.0
19:42,67.0
19:44,60.0
19:46,58.0
19:48,59.0
19:50,58.0
19:52,59.0
19:54,63.0
19:56,53.0
19:58,48.0
20:00,50.0625
20:02,52.125
20:04,54.1875
20:06,56.25
20:08,58.3125
20:10,60.375
20:12,62.4375
20:14,64.5
20:16,66.5625
20:18,68.625
20:20,70.6875
20:22,72.75
20:24,74.8125
20:26,76.875
20:28,78.9375
20:30,81.0
20:32,62.0
20:34,62.0
20:36,60.0
20:38,53.0
20:40,57.0
20:42,54.0
20:44,59.0
20:46,51.0
20:48,61.0
20:50,61.0
20:52,47.0
20:54,56.0
20:56,48.0
20:58,57.0
21:00,53.0
21:02,57.0
21:04,65.0
21:06,63.0
21:08,62.0
21:10,58.0
21:12,64.0
21:14,60.0
21:16,59.0
21:18,60.0
21:20,78.0
21:22,84.0
21:24,81.0
21:26,82.75
21:28,84.5
21:30,86.25
21:32,88.0
21:34,105.0
21:36,83.0
21:38,73.0
21:40,75.0
21:42,66.0
21:44,70.0
21:46,60.0
21:48,64.0
21:50,66.0
21:52,61.0
21:54,58.0
21:56,57.0
21:58,79.0
22:00,78.0
22:02,82.0
22:04,57.0
22:06,55.0
22:08,61.0
22:10,57.0
22:12,69.0
22:14,76.0
22:16,82.0
22:18,75.0
22:20,61.0
22:22,73.0
22:24,66.0
22:26,48.0
22:28,62.0
22:30,65.0
22:32,54.0
22:34,56.0
22:36,54.0
22:38,63.0
22:40,64.0
22:42,61.0
22:44,55.0
22:46,79.0
22:48,88.0
22:50,85.0
22:52,79.0
22:54,83.0
22:56,80.0
22:58,74.0
23:00,67.0
23:02,55.0
23:04,47.0
23:06,50.0
23:08,54.0
23:10,53.0
23:12,57.0
23:14,50.0
23:16,57.0
23:18,74.0
23:20,42.0
23:22,36.0
23:26,39.0
23:28,48.0
23:30,61.0
23:32,74.0
23:34,72.0
23:36,71.5
23:38,71.0
23:40,67.0
23:42,77.0
23:44,75.0
23:46,72.0
23:48,69.0
23:50,67.0
23:52,59.0
23:54,64.0
23:56,71.0
23:58,73.0
